review,sentiment,tfidf_vector
"['return', 'horror', 'movies', 'come', 'scream', 'isnt', 'scary', 'didnt', 'high', 'hop', 'lowbudget', 'three', 'story', 'horror', 'movie', 'positively', 'surprise', 'man', 'scary', 'first', '2', 'stories', 'simply', 'brilliant', 'first', 'one', 'new', 'wed', 'couple', 'drive', 'dark', 'forest', 'rv', 'bump', 'fiercewatch', 'movie', 'second', 'story', 'disgust', 'man', 'obsess', 'little', 'girl', 'home', 'alone', 'one', 'night', 'know', 'doesnt', 'sound', 'special', 'scary', 'promise', 'last', 'story', 'isnt', 'scary', 'atleast', 'bad', 'biker', 'ghosthouse', 'fact', 'stories', 'base', 'real', 'urban', 'legendsi', 'guess', 'kevin', 'williamson', 'steal', 'ideas', 'toorent', 'movie', 'good', 'id', 'say', 'scariest', 'threeshortstoryhorrormovie', 'ever', 'make']",positive,[0. 0. 0. ... 0. 0. 0.]
"['familiar', 'story', 'man', 'writer', 'sell', 'soul', 'devil', 'order', 'desire', 'ambition', 'life', 'success', 'unfunny', 'script', 'go', 'home', 'write', 'better', 'ridiculous', 'line', 'order', 'understand', 'strong', 'christmanish', 'message', 'aspiration', 'life', 'find', 'love', 'respect', 'good', 'friendship', 'long', 'trial', 'scene', 'end', 'agent', 'hopkins', 'beat', 'devil', 'jennifer', 'love', 'hewitt', 'sexy', 'evil', 'bad', 'things', 'make', 'unlikable', 'character', 'bad', 'efforts', 'actors', 'baldwin', 'also', 'director', 'cattrall', 'sex', 'city', 'role', 'aykroyd', 'funny', 'line', 'limit', 'role', 'ps', 'try', 'also', 'popular', 'film', 'greece', 'call', 'alloimono', 'stous', 'neous', 'brilliant', 'adaptation', 'myth', 'old', 'man', 'give', 'soul', 'devil', 'get', 'back', 'youth']",negative,[0. 0. 0. ... 0. 0. 0.]
"['sistas', 'da', 'hood', 'look', 'revenge', 'bling', 'bling', 'except', 'da', 'hood', 'wild', 'west', 'town', 'late', '1800s', 'remember', 'westerns', 'like', 'grow', 'would', 'randolph', 'scott', 'say', 'saw', 'lil', 'kim', 'might', 'say', 'alright', 'admit', 'tune', 'see', 'bare', 'midriffs', 'low', 'cut', 'blouses', 'staple', 'usual', 'cowboy', 'flick', 'cowgirls', 'finebr', 'dont', 'go', 'look', 'major', 'story', 'usual', 'stuff', 'ghetto', 'crime', 'drama', 'different', 'set', 'whens', 'last', 'time', 'hear', 'john', 'wayne', 'call', 'someone', 'dawg', 'dont', 'remember', 'earp', 'brothers', 'hug', 'kiss', 'march', 'ok', 'corralbr', 'watch', 'bet', 'miss', 'action', 'get', 'r', 'rat', 'doubt', 'buy', 'dvd', 'see', 'unless', 'assure', 'lil', 'kim', 'action']",negative,[0. 0. 0. ... 0. 0. 0.]
"['maybe', 'someday', 'people', 'wake', 'people', 'resist', 'urge', 'separate', 'everything', 'see', '60s', 'people', 'see', 'individuals', 'make', 'time', 'way', 'aroundbr', 'forrest', 'gump', 'comparison', 'good', 'one', 'film', 'look', '60s', 'four', 'friends', 'human', 'beings', 'oppose', 'caricature', 'ff', 'delve', 'deeply', 'thing', 'fg', 'quite', 'successfully', 'try', 'condense', 'classify', 'nothing', 'backdrop', 'gump', 'file', '60s', 'away', 'attic', 'like', 'old', 'toy', 'box', 'four', 'friends', 'pick', 'embrace', 'toy', 'thus', 'blur', 'line', 'hold', 'dearly', 'arebr', 'associate', 'romance', 'shoe', 'polish', 'youll', 'hate', 'film']",positive,[0. 0. 0. ... 0. 0. 0.]
"['kaabee', 'depict', 'hardship', 'woman', 'pre', 'wwii', 'raise', 'kid', 'alone', 'husband', 'imprison', 'think', 'crime', 'movie', 'direct', 'yamada', 'youji', 'expect', 'atmosphere', 'movie', 'really', 'wonderful', 'although', 'historical', 'correctness', 'scenes', 'notably', 'beach', 'scene', 'suspectbr', 'act', 'movie', 'absolutely', 'incredible', 'baffle', 'manage', 'gather', 'allstar', 'cast', '2008', 'film', 'yoshinaga', 'sayuri', 'possibly', 'decorate', 'stillactive', 'actress', 'japan', 'undoubtedly', 'win', 'individual', 'award', 'performance', 'film', 'shoufukutei', 'tsurube', 'support', 'role', 'really', 'nice', 'well', 'asano', 'tadanobu', 'though', 'deliver', 'impressive', 'performance', 'perfectly', 'portray', 'wittiness', 'character', 'difficult', 'situation', 'inbr', 'film', 'prewar', 'set', 'thing', 'thank', 'wonderful', 'direct', 'act', 'totally', 'absorb', 'story', 'also', 'wasnt', 'farleft', 'nonsense', 'like', 'yuunagi', 'machi', 'sakura', 'kuni', 'examine', 'controversial', 'sensitive', 'issue', 'government', 'oppression', 'brainwash', 'occur', 'period', 'japan', 'excellent', 'film', 'highly', 'recommend', 'viewers']",positive,[0. 0. 0. ... 0. 0. 0.]
"['say', 'although', 'despise', 'kind', 'show', 'shock', 'horror', 'im', 'girl', 'feel', 'express', 'opinion', 'see', 'dirty', 'sanchez', 'saw', 'jackass', 'think', 'way', 'surpass', 'jackass', 'term', 'programme', 'make', 'story', 'line', 'interview', 'inter', 'weave', 'create', 'interest', 'show', 'saw', 'minutes', 'jackass', 'movie', 'night', 'couldnt', 'believe', 'poorly', 'put', 'together', 'everything', 'put', 'line', 'joke', 'joke', 'relation', 'anything', 'must', 'quickest', 'easiest', 'show', 'edit', 'ever', 'shockingly', 'amateur', 'drink', 'puke', 'isnt', 'really', 'thing', 'far', 'substantial', 'entertainment', 'show', 'go', 'dirty', 'sanchez', 'way', 'jackasss', 'league']",positive,[0. 0. 0. ... 0. 0. 0.]
"['movie', 'seem', 'disjoint', 'overall', 'poorly', 'write', 'screenplay', 'move', 'along', '10', 'different', 'people', 'write', 'none', 'communicate', 'apparently', 'want', 'take', 'page', 'miracle', '34th', 'street', 'original', 'type', 'film', 'do', 'poor', 'way', 'movie', 'fall', 'apart', 'film', 'young', 'even', 'see', 'fact', 'whoever', 'script', 'know', 'little', 'nothing', 'baseball', '\x95', 'angels', 'dead', 'last', 'place', 'owner', 'doesnt', 'seem', 'care', 'bother', 'fact', 'manager', 'get', 'fight', 'pitcher', '\x96', 'mound', '\x96', 'punch', 'team', 'play', 'play', 'announcer', 'live', 'tv', 'however', 'team', 'one', 'game', 'win', 'division', 'get', 'bend', 'shape', 'story', 'source', '6', 'year', 'old', 'manager', 'get', 'help', 'kid', 'claim', 'see', 'real', 'angels', 'sound', 'worse', 'lose', 'violent', 'control', 'manager', 'whose', 'team', 'lose', '15', 'row', 'win', 'coach', 'verge', 'playoffs', 'act', 'bite', 'eccentric', 'help', 'foster', 'kid', 'owners', 'reaction', 'make', 'sense', 'hes', 'move', 'change', 'mind', 'maggie', 'straight', 'cliché', 'land', 'speech', 'news', 'conferencebr', '\x95', 'angels', 'suppose', 'play', 'division', 'final', 'weekend', 'series', 'white', 'sox', 'however', 'end', 'game', 'announcers', 'keep', 'say', 'angels', 'pennant', 'pennant', 'decide', 'someone', 'win', 'league', 'championship', 'regular', 'season', 'division', 'titlebr', '\x95', 'whitt', 'bass', 'goofball', 'pitcher', 'start', 'pitcher', 'win', 'game', 'break', 'angels', 'lose', 'streak', '\x96', 'start', 'pitcher', '\x96', 'next', 'daybr', '\x95', 'mel', 'clark', 'tony', 'danza', 'say', 'ninth', 'inning', 'throw', '156', 'pitch', 'lowscoring', 'ballgame', 'typically', 'low', 'score', 'game', 'pitch', 'count', 'much', 'lower', 'usually', 'around', '8090', 'pitchesbr', '\x95', 'al', 'angel', 'say', 'end', 'championships', 'even', 'though', 'angels', 'manipulate', 'fix', 'game', 'throughout', 'whole', 'second', 'half', 'seasonbr', 'could', 'go', 'many', 'examples', 'story', 'poorly', 'writtenbr', 'younger', 'kid', '10', 'movie', 'may', 'entertain', 'bad', '\x96', 'do', 'right', 'could', 'classic', 'do', 'wrong', 'like', 'forgettable', 'mess', 'forever', 'live', 'uhfcable', 'saturday', 'morning', 'washout']",negative,[0. 0. 0. ... 0. 0. 0.]
"['first', 'exposure', 'whale', 'music', 'rheostatics', 'album', 'name', 'buy', 'around', '1993', 'read', 'liner', 'note', 'band', 'say', 'album', 'remain', 'prominent', 'place', 'collection', 'inspire', 'canadian', 'author', 'paul', 'quarringtons', 'bookbr', 'pick', 'book', 'months', 'later', 'devour', 'amaze', 'read', 'since', 'reread', 'book', 'numerous', 'time', 'time', 'find', 'new', 'element', 'desmond', 'desire', 'complete', 'whale', 'musicbr', 'find', 'film', '1996', 'video', 'havent', 'lot', 'good', 'experience', 'canadian', 'film', 'one', 'work', 'role', 'claire', 'could', 'cast', 'differently', 'overall', 'think', 'paul', 'quarringtons', 'vision', 'transfer', 'nicely', 'book', 'screenbr', 'maury', 'chaykin', 'give', 'move', 'performance', 'isolate', 'genius', 'movie', 'deal', 'family', 'relationships', 'love', 'find', 'someone', 'understand', 'would', 'strongly', 'recommend', 'whale', 'music', 'music', 'fan', 'anyone', 'ever', 'lose', 'something', 'someone', 'try', 'find', 'way', 'back', 'world']",positive,[0. 0. 0. ... 0. 0. 0.]
"['movie', 'label', 'study', 'case', 'fact', 'denote', 'unhealthy', 'nonartistic', 'lust', 'anything', 'might', 'term', 'cacoimagery', 'author', 'live', 'impression', 'sanctimonious', 'revolt', 'generic', 'childishly', 'term', 'social', 'ills', 'moldavia', 'pauper', 'region', 'europe', 'dont', 'believe', 'one', 'iota', 'bird', 'flu', 'romanian', 'people', 'steal', 'poor', 'europeans', 'steal', 'thieve', 'less', 'close', 'responsible', 'moral', 'artistic', 'attitude', 'sorely', 'offtarget', 'daneliuc', 'doesnt', 'know', 'enough', 'pose', 'righteous', 'person', 'also', 'need', 'modicum', 'professionalism', 'talent', 'intelligence', 'transpose', 'stance', 'artistic', 'product', 'fatefully', 'foreign', 'legion', 'show', 'much', 'acumen', 'family', 'video', 'uncle', 'gogu', 'drunkenly', 'wet', 'front', 'guests', 'script', 'chaotic', 'incoherent', 'randomly', 'bustle', 'together', 'sundry', 'halfsubjects', 'illiterate', 'attempt', 'suggest', 'kind', 'story', 'direction', 'pathetically', 'dilettante', 'socalled', 'director', 'unable', 'build', 'least', 'mediocre', 'miseenscene', 'shots', 'annoyingly', 'awkward', 'sense', 'storytelling', 'shin', 'total', 'absence', 'course', 'comment', 'force', 'stop', 'level', 'would', 'ridiculous', 'mention', 'concepts', 'cinematographic', 'language', 'mean', 'expression', 'style', 'act', 'positively', 'cântarea', 'româniei', 'romanias', 'chant', 'level', 'exception', 'paradoxically', 'soccer', 'goalkeeper', 'necula', 'raducanu', 'natural', 'nicodim', 'ungureanu', 'oana', 'piecnita', 'seem', 'genuine', 'freshness', 'compromise', 'amateurish', 'directions', 'give', 'daneliucbr', 'serious', 'side', 'offense', 'decent', 'cinema', 'fact', 'production', 'receive', 'hefty', 'finance', 'national', 'budget', 'via', 'cnc', 'national', 'cinematography', 'council', 'fact', 'longtimedead', 'old', 'dinosaurs', 'like', 'daneliuc', 'still', 'thirsty', 'government', 'udder', 'understandable', 'marketdriven', 'economy', 'would', 'instantly', 'eliminate', 'natural', 'selection', 'corruption', 'socalled', 'jury', 'squander', 'countrys', 'money', 'ridiculously', 'scabrous', 'nonart', 'noncinema', 'nonculture', 'belong', 'criminal', 'field']",negative,[0. 0. 0. ... 0. 0. 0.]
"['wife', 'find', 'movie', 'wonderful', 'pickmeup', 'need', 'good', 'laugh', 'conflict', 'character', 'repore', 'others', 'make', 'sure', 'fire', 'comedy', 'relief', 'look', 'forward', 'movie', 'come', 'dvd', 'replace', 'well', 'watch', 'vhs']",positive,[0. 0. 0. ... 0. 0. 0.]
"['powerfully', 'wonderful', 'movie', 'hold', 'deathgrip', 'let', 'get', 'involve', 'story', 'successful', 'dentist', 'alan', 'johnsondon', 'cheadle', 'tear', 'life', 'crisis', 'balance', 'career', 'family', 'notice', 'former', 'college', 'roommate', 'charlie', 'finemanadam', 'sandlerand', 'want', 'touch', 'base', 'find', 'charlie', 'lose', 'wife', 'family', '911', 'attack', 'america', 'longer', 'touch', 'realitychoosing', 'involve', 'mind', 'favorite', 'music', 'past', 'video', 'game', 'former', 'roommates', 'rekindle', 'friendship', 'strengthen', 'former', 'bond', 'johnson', 'friend', 'angela', 'oakhurtsliv', 'tyler', 'psychiatrist', 'try', 'bring', 'charlie', 'griefbut', 'alan', 'accomplish', 'get', 'friend', 'emerge', 'deep', 'darkness', 'jada', 'pinkett', 'smith', 'play', 'johnsons', 'wife', 'writer', 'director', 'mike', 'binder', 'play', 'role', 'charlies', 'attorneyguardian', 'also', 'cast', 'saffron', 'burrow', 'donald', 'sutherland', 'adell', 'modell', 'robert', 'klein', 'outstanding', 'soundtrack', 'feature', 'like', 'bruce', 'springsteen', 'graham', 'nash', 'pear', 'jam', 'pretendersbr', 'note', 'never', 'sandler', 'fan', 'find', 'outstanding', 'role', 'scenes', 'think', 'loudwhy', 'never', 'approach', 'play', 'singersongwriter', 'bob', 'dylan', 'biopic']",positive,[0. 0. 0. ... 0. 0. 0.]
"['film', 'knockout', 'fire', 'plain', 'refer', 'burn', 'end', 'harvest', 'time', 'happy', 'memory', 'tamura', 'relive', 'mind', 'many', 'timesand', 'end', 'bleak', 'film', 'like', 'man', 'die', 'thirst', 'believe', 'home', 'last', 'illusion', 'leave', 'billy', 'wilders', 'big', 'carnival', 'ace', 'hole', 'film', 'come', 'mindthat', 'bleak', 'little', 'masterpiece', 'kon', 'ichikawa', 'think', 'whole', 'film', 'brilliant', 'two', 'scenes', 'come', 'mind', 'platoon', 'japanese', 'soldier', 'try', 'escape', 'crawl', 'bellysare', 'ambush', 'americans', 'massacredtrue', 'horror', 'american', 'soldier', 'pretty', 'philippine', 'girl', 'soldier', 'cigarette', 'side', 'road', 'smile', 'flit', 'yankthen', 'face', 'change', 'rage', 'see', 'two', 'japanese', 'soldier', 'try', 'surrrender', 'grab', 'gun', 'kill', 'joy', 'american', 'soldier', 'attempt', 'stop', 'chance', 'speak', 'volumes', 'atrocitys', 'commit', 'japanese', 'philippines', 'great', 'film', 'stomach']",positive,[0. 0. 0. ... 0. 0. 0.]
"['film', 'quite', 'entertain', 'horror', 'anthology', 'film', 'along', 'line', 'tales', 'crypt', 'write', 'robert', 'bloch', 'author', 'psycho', 'good', 'fun', 'horror', 'fan', 'excellent', 'cast', 'movie', 'also', 'require', 'view', 'doctor', 'fan', 'since', 'jon', 'pertwee', 'third', 'doctor', 'amuse', 'role', 'rude', 'obnoxious', 'horror', 'star']",positive,[0. 0. 0. ... 0. 0. 0.]
"['black', 'rain', 'superb', 'film', 'watch', 'dvds', 'currently', 'sell', 'much', '300', 'apiece', 'dvd', 'terrible', 'tiny', 'nonanamorphic', 'image', 'blow', 'resolutionkilling', 'size', 'acceptable', 'sound', 'primitive', 'dvd', 'absolutely', 'rereleasedbr', 'btw', 'also', 'laserdisc', 'vhs', 'black', 'rain', 'vhs', 'huge', 'step', 'upward', 'dvd', 'laserdisc', 'far', 'away', 'best', 'picture', 'all\x97subtitles', 'black', 'sharp', 'big', 'picture', 'simple', 'good', 'soundtrack', 'buy', 'vhs', 'avoid', 'preposterous', 'price', 'scam', 'artists', 'demand']",positive,[0. 0. 0. ... 0. 0. 0.]
"['would', 'purchase', 'thirty', 'second', 'toyko', 'today', 'available', 'also', 'saw', 'movie', 'see', 'large', 'billboards', 'jack', 'webb', 'dress', 'blue', 'highway', 'age', '12always', 'admire', 'jack', 'weeb', 'john', 'wayne', 'type', 'american', 'way', 'almost', 'become', 'marine', 'movie', 'serve', 'instead', 'air', 'force', 'air', 'force', 'reserve', 'army', 'reserve', '32', 'years', 'see', 'movie', 'tv', 'would', 'love', 'dvd', 'least', 'tv', 'would', 'copy', 'vhs', 'use', 'available', 'dvd', 'also', 'large', 'collection', 'wwii', 'korean', 'war', 'movies', 'always', 'look', 'new', 'release', 'dvd']",positive,[0. 0. 0. ... 0. 0. 0.]
"['like', 'lot', 'actorsactresses', 'involve', 'project', 'insult', 'movie', 'felt', 'even', 'worse', 'use', 'unknowns', 'main', 'problem', 'movie', 'clearly', 'concept', 'create', 'appeal', 'baby', 'boomers', '20', '30', 'years', 'nbc', 'probably', 'movie', 'like', 'early', '90s', 'see', 'black', 'family', 'kid', 'involve', 'la', 'riot', 'white', 'family', 'kid', 'rebel', 'listen', 'grunge', 'rock', 'music', 'soundtrack', 'feature', 'band', 'like', 'nirvana', 'nwa', 'public', 'enemy', 'soundgarden', 'etc', 'movie', 'like', 'cheesy', '60s', 'gurantee', 'nbc', 'see', 'biggest', 'problem', 'period', 'piece', 'do', 'buy', 'network', 'live', 'certain', 'time', 'period', 'arent', 'think', 'live', '60s', 'whatever', 'decade', 'trendy', 'retro', 'time', 'next', 'time', 'someone', 'something', 'like', 'put', 'weight', 'project']",negative,[0. 0. 0. ... 0. 0. 0.]
"['stupid', 'movie', 'ever', 'make', 'story', 'laughable', 'wife', 'kid', 'think', 'hes', 'insane', 'dont', 'turn', 'think', 'know', 'along', 'dog', 'name', 'ned', 'cause', 'problems', 'think', 'faultso', 'jim', 'carey', 'god', 'know', 'virginia', 'madsen', 'take', 'rolethis', 'career', 'sinker', 'think', 'target', 'audience', '11', '12', 'year', 'olds', 'add', '23', 'maybe', '8', '10', 'years', 'olds', 'also', 'add', '23', 'maybe', 'really', 'dumb', '23', 'year', 'olds', 'maybe', 'really', 'dumb', '32', 'year', 'olds', 'thats', '23', 'reverse', 'maybe', '46', 'year', 'olds', 'would', 'enjoy', 'half', '23', 'think', 'look', 'things', 'internet', 'number', '23', 'would', 'entertain', 'movie', 'unless', 'want', 'see', 'comedy']",negative,[0. 0. 0. ... 0. 0. 0.]
"['norma', 'spend', '20s', 'play', 'beautiful', 'ingenues', 'first', 'talkie', 'cast', 'brassy', 'showgirl', 'trial', 'mary', 'dugan', 'come', 'fly', 'colour', 'sweet', 'lovely', 'ingenues', 'cast', 'aside', 'sizzle', 'part', 'cast', 'sophisticate', 'women', 'world', 'society', 'girls', 'thrill', 'let', 'us', 'gay', 'make', 'release', 'divorcée', 'unusual', 'twist', 'upper', 'crust', 'dramas', 'shearer', 'make', 'ownbr', 'norma', 'first', 'appear', 'without', 'makeup', 'frumpish', 'kitty', 'brown', 'whos', 'main', 'purpose', 'life', 'pander', 'unappreciative', 'husband', 'bob', 'rod', 'la', 'rocque', 'hurry', 'get', 'golf', 'game', 'reality', 'go', 'see', 'mistress', 'helen', 'mistress', 'come', 'house', 'showdown', 'kitty', 'face', 'situation', 'civility', 'behind', 'close', 'doors', 'mass', 'emotions', 'bob', 'leave', 'goodbr', 'three', 'years', 'later', 'mrs', 'courtland', 'brown', 'kitty', 'come', 'stay', 'house', 'guest', 'eccentric', 'mrs', 'bouccicoult', 'bouccymarie', 'dressler', 'kitty', 'knockout', 'bouccy', 'job', 'want', 'kitty', 'romance', 'house', 'guest', 'turn', 'romance', 'granddaughter', 'diane', 'beautiful', 'sally', 'eilers', 'shock', 'horror', 'man', 'none', 'bob', 'ex', 'husband', 'kitty', 'carry', 'meet', 'sophistication', 'witty', 'repartee', 'seem', 'something', 'strangely', 'familiar', 'man', 'one', 'wiserbr', 'film', 'settle', 'one', 'early', 'talkie', 'bore', 'draw', 'room', 'comedies', 'kitty', 'cast', 'spell', 'men', 'bob', 'desperate', 'start', 'women', 'strong', 'roles', 'film', 'men', 'puppets', 'raymond', 'hackett', 'seem', 'film', 'extra', 'butler', 'pass', 'cushion', 'get', 'drink', 'move', 'chair', 'instead', 'dianes', 'harass', 'fiancé', 'norma', 'shearer', 'course', 'whole', 'show', 'marie', 'dressler', 'add', 'bouccy', 'list', 'eccentric', 'portrayals', 'sally', 'eilers', 'real', 'eyeful', 'gorgeous', 'diane']",positive,[0. 0. 0. ... 0. 0. 0.]
"['william', 'castle', 'notorious', 'among', 'horror', 'fan', 'bgrade', 'director', '1950s', '60s', 'gimmicks', 'costcutting', 'techniques', 'unique', 'vision', 'legendary', 'come', 'surprise', 'someone', 'jeffrey', 'schwarz', 'whos', 'make', 'countless', 'documentaries', 'would', 'finally', 'take', 'time', 'devote', 'documentary', 'greatness', 'spine', 'tingler', 'william', 'castle', 'storybr', 'general', 'understand', 'castle', 'see', 'film', 'years', 'know', 'nothing', 'personal', 'life', 'goals', 'ambition', 'film', 'really', 'flesh', 'man', 'give', 'fuller', 'appreciation', 'devotion', 'craft', 'filmmaking', 'contributions', 'horror', 'genre', 'movie', 'depict', 'castle', 'rival', 'alfred', 'hitchcock', 'hitch', 'artist', 'win', 'praise', 'castle', 'carnival', 'barker', 'gain', 'cult', 'notoriety', 'much', 'less', 'respect', 'icon', 'secondrate', 'directors', 'surprise', 'john', 'water', 'feature', 'prominently', 'joe', 'dante', 'stuart', 'gordon', 'also', 'sizable', 'roles', 'gimmicks', 'drive', 'fame', 'documentary', 'take', 'great', 'pain', 'explain', 'crucial', 'young', 'remember', 'rudimentary', '3d', '13', 'ghost', 'see', 'separate', 'review', 'buzzer', 'seat', 'tingler', 'see', 'separate', 'review', 'money', 'back', 'guarantee', 'homicidal', 'watch', 'film', 'outside', 'theater', 'judge', 'content', 'personally', 'still', 'enjoy', 'can', 'not', 'fully', 'appreciate', 'audiences', 'feltbr', 'climax', 'film', 'castle', 'go', 'cult', 'director', 'hollywood', 'producer', 'buy', 'right', 'rosemarys', 'baby', 'put', 'special', 'place', 'negotiate', 'film', 'release', 'hop', 'direct', 'sideline', 'producer', 'order', 'make', 'way', 'new', 'director', 'roman', 'polanski', 'first', 'disappoint', 'prove', 'one', 'best', 'opportunities', 'lifetime', 'hugely', 'successful', 'film', 'job', 'excel', 'better', 'control', 'purse', 'wild', 'artist', 'polanski', 'pennypinching', 'castle', 'crown', 'achievement', 'though', 'sadly', 'film', 'often', 'connect', 'polanski', 'castlebr', 'remainder', 'years', 'play', 'give', 'personal', 'reflections', 'daughter', 'niece', 'across', 'board', 'everyone', 'seem', 'nothing', 'praise', 'man', 'somewhere', 'along', 'way', 'surely', 'upset', 'one', 'two', 'people', 'would', 'never', 'know', 'film', 'find', 'find', 'celebration', 'bill', 'castle', 'life', 'e', 'true', 'hollywood', 'story', 'fan', 'genre', 'would', 'well', 'pick', 'copy', 'workbr', 'would', 'personally', 'recommend', 'pick', 'william', 'castle', 'collection', 'eight', 'castle', 'film', 'plenty', 'special', 'feature', 'even', 'documentary', 'come', 'audio', 'commentary', 'hear', 'schwarz', 'personally', 'affect', 'castle', 'castle', 'daughter', 'terry', 'give', 'run', 'reflection', 'experience', 'different', 'film', 'remake', 'almost', 'whole', 'new', 'film']",positive,[0. 0. 0. ... 0. 0. 0.]
"['show', 'exhaust', 'watch', 'theres', 'two', 'number', 'drown', 'world', 'substitute', 'love', 'paradise', 'sit', 'contemplate', 'open', 'show', 'go', 'history', 'visually', 'thrill', 'madonna', 'enter', 'stage', 'via', 'gigantic', 'swarovski', 'crystal', 'ball', 'come', 'ceiling', 'huge', 'screen', 'behind', 'show', 'image', 'horse', 'gallop', 'horse', 'play', 'role', 'show', 'due', 'madonna', 'fall', 'one', 'infamous', 'scene', 'madonna', 'crucifix', 'show', 'huge', 'screen', 'count', '12', 'million', 'number', 'many', 'african', 'children', 'orphan', 'due', 'aid', 'end', 'website', 'address', 'come', 'anyone', 'interest', 'donate', 'go', 'theme', 'environment', 'image', 'politics', 'religion', 'show', 'theres', 'interlude', 'show', 'start', 'music', 'love', 'new', 'york', 'ray', 'light', 'part', 'show', 'one', 'favorites', 'dancers', 'funny', 'hand', 'movements', 'towards', 'end', 'theres', 'music', 'number', 'song', 'disco', 'inferno', 'mix', 'song', 'dancers', 'make', 'presence', 'know', 'end', 'full', 'energy', 'show', 'wrap', 'tune', 'lucky', 'star', 'hang', 'hundreds', 'golden', 'balloon', 'fall', 'ceiling', 'end', 'message', 'confess', 'come', 'dvd', 'worth', 'buy', 'come', 'soundtrack', 'show', 'add', 'bonus', 'jonas', 'akerlund', 'great', 'job', 'footage', 'show', 'keep', 'consistent', 'style', 'tour']",positive,[0. 0. 0. ... 0. 0. 0.]
"['boy', 'collision', 'deafen', 'female', 'telephone', 'lineman', 'take', 'spirit', 'recentlydeceased', 'ninja', 'strip', 'undies', 'pour', 'tomato', 'juice', 'body', 'boyfriend', 'lick', 'perform', 'seductive', 'dance', 'go', 'kill', 'policemen', 'kill', 'ninja', 'shes', 'possess', 'hunt', 'oneeyed', 'ninja', 'master', 'like', 'real', 'life', 'eh', 'enliven', 'sho', 'kosugis', 'martial', 'arts', 'choreography', 'decline', 'put', 'obnoxious', 'kid', 'one', 'really', 'see', 'believe', 'ultimate', 'mix', 'totally', 'atodds', 'genres']",negative,[0. 0. 0. ... 0. 0. 0.]
"['catch', 'flick', 'trail', 'end', 'tape', 'use', 'capture', 'movie', 'truly', 'want', 'want', 'see', 'saw', 'raquel', 'welch', 'name', 'open', 'credit', 'decide', 'watch', 'actually', 'mildly', 'entertain', 'take', 'back', 'wayback', 'machine', 'farcical', 'movies', 'hollywood', 'churn', 'sixties', 'much', 'genre', 'current', 'austin', 'power', 'stuff', 'oh', 'act', 'superb', 'plot', 'worth', 'watch', 'delightful', 'scenery', 'although', 'ms', 'welch', 'provide', 'pleasant', 'tape', 'get', 'chance', 'watch', 'absolutely', 'nothing', 'else', 'snoozer', 'wont', 'roll', 'aisles', 'want', 'either']",positive,[0. 0. 0. ... 0. 0. 0.]
"['research', 'film', 'little', 'discover', 'web', 'site', 'claim', 'actually', 'inside', 'joke', 'post', 'wwii', 'greenwich', 'village', 'world', 'gays', 'lesbians', 'exception', 'stewart', 'novak', 'warlocks', 'witch', 'represent', 'alternative', 'lifestyle', 'john', 'van', 'druten', 'write', 'stage', 'play', 'apparently', 'gay', 'familiar', 'greenwich', 'village', 'think', 'ironic', 'first', 'saw', 'bell', 'book', 'candle', 'theater', '5th', '6th', 'grade', 'parent', 'take', 'hard', 'get', 'movie', 'didnt', 'include', 'horse', 'machine', 'gun', 'alien', 'monsters', 'plan', 'bore', 'remember', 'moment', 'jimmy', 'stewart', 'embrace', 'kim', 'novak', 'top', 'flatiron', 'build', 'fling', 'hat', 'away', 'camera', 'follow', 'flutter', 'grind', 'glorious', 'george', 'dun', 'love', 'theme', 'soar', 'suddenly', 'get', 'sense', 'felt', 'like', 'fall', 'love', 'first', 'stirrings', 'romanticsexual', 'love', 'leave', 'daze', 'leave', 'theater', 'sure', 'im', 'preadolescent', 'boy', 'seduce', 'kim', 'novaks', 'startle', 'direct', 'gaze', 'ironic', 'gay', 'parable', 'able', 'jumpstart', 'heterosexual', 'puberty', 'many', 'us', 'late', '50s', 'rewatched', 'film', 'yesterday', 'even', 'feelings', 'stir', 'watch', 'hat', 'touch', 'fifty', 'years', 'later']",positive,[0. 0. 0. ... 0. 0. 0.]
"['hotheaded', 'cop', 'accidentally', 'kill', 'murder', 'suspect', 'cover', 'crime', 'must', 'deal', 'guilty', 'conscience', 'try', 'solve', 'murder', 'case', 'andrews', 'tierney', 'reunite', 'director', 'preminger', 'film', 'noir', 'effective', 'laura', 'earlier', 'collaboration', 'andrews', 'perfectly', 'cast', 'earnest', 'cop', 'good', 'guy', 'catch', 'unfortunate', 'circumstances', 'act', 'fine', 'around', 'include', 'malden', 'tough', 'police', 'captain', 'tully', 'tierneys', 'protective', 'father', 'screenplay', 'hecht', 'great', 'prolific', 'screenwriter', 'taut', 'suspenseful', 'preminger', 'create', 'great', 'atmosphere']",positive,[0. 0. 0. ... 0. 0. 0.]
